;Departure;Destination;Fleet;Aircraft;ID;Airline;FlightNumber;STD;ATD;STA;ATA
20776;EDDM;UKBB;B738;UR-PSY;DFOYIO;AUI;PS416;22.09.2019 12:45;22.09.2019 13:01;22.09.2019 15:05;22.09.2019 14:54
20777;EDDM;EDDL;A320;D-AIPL;5T3QKT;DLH;LH2006;22.09.2019 06:30;22.09.2019 06:43;22.09.2019 07:40;22.09.2019 07:33
20778;EDDM;LDZD;A320;D-AIPT;S8AVG1;DLH;LH1720;22.09.2019 12:40;22.09.2019 12:50;22.09.2019 13:50;22.09.2019 13:42
20779;EDDM;LEMH;B738;D-ABAG;IP0J7A;TUI;X32528;22.09.2019 06:45;22.09.2019 06:52;22.09.2019 08:50;22.09.2019 08:33
20780;EDDM;LEMD;A319;EC-MFP;5VVUCR;IBE;IB3195;22.09.2019 05:30;22.09.2019 05:44;22.09.2019 08:15;22.09.2019 08:05
20781;EDDM;LRSB;CRJ9;D-ACKB;8XTKID;DLH;LH1666;22.09.2019 20:30;22.09.2019 20:52;22.09.2019 22:10;22.09.2019 22:10
20782;EDDM;VHHH;A388;D-AIMH;FAWK6Y;DLH;LH730;22.09.2019 20:15;22.09.2019 21:02;23.09.2019 07:25;23.09.2019 06:57
20783;EDDM;LSGG;BCS1;HB-JBE;KISYZP;SWR;LX1127;22.09.2019 16:20;22.09.2019 16:39;22.09.2019 17:25;22.09.2019 17:35
20784;EDDM;LIMJ;E195;I-ADJQ;IXAV4M;DLA;LH1946;22.09.2019 20:05;22.09.2019 20:48;22.09.2019 21:15;22.09.2019 21:41
20785;EDDM;KSFO;B789;N27959;G6LI58;UAL;UA195;22.09.2019 09:55;22.09.2019 10:56;22.09.2019 21:30;22.09.2019 21:33
20786;EDDM;LPPR;A320;D-AIZH;X7XYZL;DLH;LH1794;22.09.2019 06:20;22.09.2019 06:41;22.09.2019 09:10;22.09.2019 09:22
20787;EDDM;EDDK;E195;D-AEMC;Y6VGPR;DLH;LH1990;22.09.2019 13:45;22.09.2019 14:06;22.09.2019 14:50;22.09.2019 14:54
20788;EDDM;LPPT;A320;CS-TNK;KA4FDD;TAP;TP557;22.09.2019 11:35;22.09.2019 11:58;22.09.2019 14:50;22.09.2019 14:56
20789;EDDM;LEVC;A320;D-AIWB;I2YTTK;DLH;LH1830;22.09.2019 08:05;22.09.2019 08:26;22.09.2019 10:25;22.09.2019 10:42
20790;EDDM;EGCC;A321;D-AIDA;ERFYCU;DLH;LH2502;22.09.2019 14:05;22.09.2019 14:31;22.09.2019 16:10;22.09.2019 16:08
20791;EDDM;LFLL;BCS3;YL-AAQ;K7NKES;BTI;LH2250;22.09.2019 12:45;22.09.2019 13:21;22.09.2019 14:05;22.09.2019 14:19
20792;EDDM;ESSA;A320;D-AIPC;BBU7DW;DLH;LH2414;22.09.2019 06:50;22.09.2019 07:07;22.09.2019 09:00;22.09.2019 08:55
20793;EDDM;ORER;A320;YI-ARD;FN2AXK;IAW;IA298;22.09.2019 12:25;22.09.2019 13:16;22.09.2019 17:50;22.09.2019 17:05
20794;EDDM;LIRN;A321;D-AIDB;IC5UPD;DLH;LH1930;22.09.2019 19:00;22.09.2019 19:46;22.09.2019 20:35;22.09.2019 21:02
20795;EDDM;EDDV;E195;D-AEBC;8CXH5G;DLH;LH2098;22.09.2019 13:40;22.09.2019 14:01;22.09.2019 14:45;22.09.2019 14:49
20796;EDDM;EDDT;A320;D-AIPZ;3SJH7V;DLH;LH2040;22.09.2019 12:05;22.09.2019 12:37;22.09.2019 13:15;22.09.2019 13:27
20797;EDDM;LFPG;A320;D-AIZH;M4IZXW;DLH;LH2234;22.09.2019 13:35;22.09.2019 13:53;22.09.2019 15:10;22.09.2019 15:05
20798;EDDM;UUDD;A319;D-AIBB;APUCZI;DLH;LH2528;22.09.2019 09:05;22.09.2019 09:42;22.09.2019 12:10;22.09.2019 12:13
20799;EDDM;LEBL;A321;D-AIRB;EHAWIB;DLH;LH1812;22.09.2019 10:50;22.09.2019 11:03;22.09.2019 12:50;22.09.2019 12:44
20800;EDDM;LOWW;A320;OE-LBJ;LSNTI0;AUA;OS106;22.09.2019 16:40;22.09.2019 18:15;22.09.2019 17:45;22.09.2019 18:50
20801;EDDM;EGPH;A320;D-ABFO;3Q0DG6;EWG;EW1712;22.09.2019 10:05;22.09.2019 10:18;22.09.2019 12:30;22.09.2019 12:14
20802;EDDM;LIRQ;E195;I-ADJO;7YNJPU;DLA;EN8196;22.09.2019 12:55;22.09.2019 13:35;22.09.2019 14:05;22.09.2019 14:30
20803;EDDM;EDDT;A320;D-AIPM;AMBA80;DLH;LH2052;22.09.2019 18:00;22.09.2019 18:14;22.09.2019 19:05;22.09.2019 19:01
20804;EDDM;LYTV;E195;4O-AOB;B018SC;MGX;YM341;22.09.2019 14:25;22.09.2019 14:40;22.09.2019 16:00;22.09.2019 15:54
20805;EDDM;LIMF;E195;I-ADJM;3ZWKZV;DLA;EN8254;22.09.2019 09:30;22.09.2019 10:10;22.09.2019 10:40;22.09.2019 11:05
20806;EDDM;EDDP;CRJ9;D-ACKE;2FGD24;DLH;LH2168;22.09.2019 13:05;22.09.2019 13:18;22.09.2019 14:00;22.09.2019 13:56
20807;EDDM;UMMS;E75L;EW-340PO;DQE0HB;BRU;B2900;22.09.2019 12:15;22.09.2019 12:51;22.09.2019 14:15;22.09.2019 14:37
20808;EDDM;UUDD;A319;D-AIBG;S9TKWT;DLH;LH2526;22.09.2019 05:35;22.09.2019 05:58;22.09.2019 08:40;22.09.2019 08:32
20809;EDDM;EBBR;CRJ9;D-ACNJ;2HH9J1;DLH;LH2290;22.09.2019 16:05;22.09.2019 16:25;22.09.2019 17:25;22.09.2019 17:23
20810;EDDM;LEPA;A320;OE-LOP;9ZSZPB;LDM;OE282;22.09.2019 07:55;22.09.2019 08:07;22.09.2019 10:05;22.09.2019 10:03
20811;EDDM;OMDB;B77W;A6-ECW;1XEALZ;UAE;EK54;22.09.2019 08:35;22.09.2019 08:48;22.09.2019 14:30;22.09.2019 14:09
20812;EDDM;EDDG;A321;D-AIRX;T1GR95;DLH;LH2140;22.09.2019 20:25;22.09.2019 20:46;22.09.2019 21:35;22.09.2019 21:35
20813;EDDM;LIPZ;E195;I-ADJR;EEX4U2;DLA;EN8236;22.09.2019 16:40;22.09.2019 17:28;22.09.2019 17:40;22.09.2019 18:14
20814;EDDM;LMML;A20N;9H-NEC;AWDSKA;AMC;KM307;22.09.2019 10:10;22.09.2019 10:38;22.09.2019 12:20;22.09.2019 12:39
20815;EDDM;LGTS;A320;SX-DVX;VU1827;AEE;A3501;22.09.2019 08:20;22.09.2019 08:38;22.09.2019 10:20;22.09.2019 10:18
20816;EDDM;VTBS;B77W;HS-TKW;NUA8GX;THA;TG925;22.09.2019 12:25;22.09.2019 12:32;22.09.2019 23:05;22.09.2019 22:22
20817;EDDM;EKCH;CRJ9;EI-GEF;A4DX5F;SAS;SK1660;22.09.2019 20:10;22.09.2019 21:13;22.09.2019 21:40;22.09.2019 22:19
20818;EDDM;LEMD;A319;EC-KHM;BJI6KF;IBE;IB3191;22.09.2019 10:15;22.09.2019 10:44;22.09.2019 13:00;22.09.2019 13:09
20819;EDDM;EHAM;A319;D-AIBE;GSERBU;DLH;LH2304;22.09.2019 11:45;22.09.2019 11:58;22.09.2019 13:15;22.09.2019 13:05
20820;EDDM;LCLK;A321;D-AIDD;9A56SJ;DLH;LH1760;22.09.2019 08:20;22.09.2019 08:51;22.09.2019 11:40;22.09.2019 11:47
20821;EDDM;EFHK;A321;D-AIDW;IZOYWG;DLH;LH2466;22.09.2019 18:00;22.09.2019 18:29;22.09.2019 20:30;22.09.2019 20:38
20822;EDDM;EGLL;A320;G-EUYD;OYBP0Q;BAW;BA951;22.09.2019 10:45;22.09.2019 11:02;22.09.2019 12:50;22.09.2019 12:38
20823;EDDM;EDDF;A319;D-AILH;B0K6M0;DLH;LH123;22.09.2019 19:00;22.09.2019 19:15;22.09.2019 20:00;22.09.2019 19:47
20824;EDDM;LTAI;A320;LY-NVR;TY1MNJ;SXS;XQ133;22.09.2019 16:10;22.09.2019 16:35;22.09.2019 19:15;22.09.2019 19:14
20825;EDDM;EDDH;A319;D-AIBG;UN75QD;DLH;LH2722;22.09.2019 14:45;22.09.2019 14:57;22.09.2019 16:00;22.09.2019 15:55
20826;EDDM;LIPX;E195;I-ADJX;ICNE0X;DLA;EN8210;22.09.2019 13:25;22.09.2019 14:12;22.09.2019 14:20;22.09.2019 14:56
20827;EDDM;LOWW;E195;OE-LWO;I12F57;AUA;OS116;22.09.2019 17:15;22.09.2019 17:46;22.09.2019 18:20;22.09.2019 18:21
20828;EDDM;EDDF;A319;D-AILN;4ZYHLT;DLH;LH101;22.09.2019 08:00;22.09.2019 08:13;22.09.2019 09:00;22.09.2019 08:52
20829;EDDM;HEGN;B753;D-ABOG;63I8S2;CFG;DE386;22.09.2019 10:30;22.09.2019 10:57;22.09.2019 14:45;22.09.2019 14:39
20830;EDDM;LTAI;B753;D-ABOI;0290QW;CFG;DE746;22.09.2019 04:05;22.09.2019 04:31;22.09.2019 07:10;22.09.2019 07:03
20831;EDDM;KCLT;A359;D-AIXE;2DF4NQ;DLH;LH428;22.09.2019 10:45;22.09.2019 11:03;22.09.2019 20:25;22.09.2019 19:42
20832;EDDM;LFPG;A320;F-GKXN;KW2JY9;AFR;AF1023;22.09.2019 18:35;22.09.2019 18:42;22.09.2019 20:15;22.09.2019 19:55
20833;EDDM;KIAD;B772;N793UA;26T19C;UAL;UA107;22.09.2019 10:20;22.09.2019 10:36;22.09.2019 19:30;22.09.2019 18:54
20834;EDDM;EPKK;A320;D-AIUY;Z8DHLC;DLH;LH1626;22.09.2019 20:05;22.09.2019 21:32;22.09.2019 21:20;22.09.2019 22:22
20835;EDDM;LIPE;E195;I-ADJQ;F7ZFW4;DLA;EN8240;22.09.2019 09:35;22.09.2019 10:02;22.09.2019 10:35;22.09.2019 10:49
20836;EDDM;ELLX;BCS3;YL-AAQ;1N3EGL;BTI;LH2322;22.09.2019 16:45;22.09.2019 17:27;22.09.2019 17:50;22.09.2019 18:11
20837;EDDM;EDDK;A319;D-AGWZ;EUWBAL;EWG;EW85;22.09.2019 14:35;22.09.2019 14:50;22.09.2019 15:45;22.09.2019 15:39
20838;EDDM;EDDH;A320;D-AIZC;HC6PEX;DLH;LH2080;22.09.2019 16:15;22.09.2019 16:31;22.09.2019 17:30;22.09.2019 17:31
20839;EDDM;LFLL;E195;I-ADJL;Q19NKB;DLA;LH2246;22.09.2019 05:35;22.09.2019 05:53;22.09.2019 06:55;22.09.2019 06:56
20840;EDDM;LRSB;CRJ9;D-ACKC;BOCF35;DLH;LH1650;22.09.2019 06:40;22.09.2019 06:54;22.09.2019 08:20;22.09.2019 08:14
20841;EDDM;EDDL;A320;OE-IEW;00JG1Z;EWG;EW1912;22.09.2019 04:15;22.09.2019 04:21;22.09.2019 05:35;22.09.2019 05:12
20842;EDDM;OMDB;A388;A6-EOH;RPJ7P7;UAE;EK50;22.09.2019 13:40;22.09.2019 14:03;22.09.2019 19:45;22.09.2019 19:33
20843;EDDM;LSGG;BCS3;HB-JCD;XS69UQ;SWR;LX1121;22.09.2019 06:30;22.09.2019 06:45;22.09.2019 07:45;22.09.2019 07:36
20844;EDDM;LGAV;A320;D-AIPK;ETO4YA;DLH;LH1752;22.09.2019 13:15;22.09.2019 13:30;22.09.2019 15:40;22.09.2019 15:32
20845;EDDM;EDDC;CRJ9;D-ACNT;6PBG0M;DLH;LH2130;22.09.2019 20:30;22.09.2019 20:58;22.09.2019 21:25;22.09.2019 21:38
20846;EDDM;KJFK;A346;D-AIHV;AU2JZN;DLH;LH410;22.09.2019 10:25;22.09.2019 10:50;22.09.2019 19:25;22.09.2019 18:58
20847;EDDM;LIRQ;A319;EC-NGB;ZB258B;VLG;VY6821;22.09.2019 10:55;22.09.2019 11:13;22.09.2019 12:05;22.09.2019 12:09
20848;EDDM;LBWN;B738;D-ASXY;HOP4RN;SXS;XG3213;22.09.2019 10:40;22.09.2019 11:10;22.09.2019 12:55;22.09.2019 12:54
20849;EDDM;LIEE;A319;D-AILS;KFEX6M;DLH;LH1972;22.09.2019 13:35;22.09.2019 13:47;22.09.2019 15:25;22.09.2019 15:19
20850;EDDM;LRCL;E195;I-ADJS;MK8NWV;DLA;LH1668;22.09.2019 08:45;22.09.2019 09:07;22.09.2019 10:25;22.09.2019 10:23
20851;EDDM;LFPG;A319;F-GRHR;LRN8W4;AFR;AF1823;22.09.2019 16:10;22.09.2019 16:46;22.09.2019 17:50;22.09.2019 17:59
20852;EDDM;LFSB;CRJ9;D-ACNT;JA5FDB;DLH;LH2398;22.09.2019 12:55;22.09.2019 13:06;22.09.2019 13:50;22.09.2019 13:46
20853;EDDM;VIDP;A359;D-AIXI;OYEPMQ;DLH;LH762;22.09.2019 10:10;22.09.2019 10:34;22.09.2019 17:45;22.09.2019 17:13
20854;EDDM;EDDT;A319;D-AILT;68R47W;DLH;LH2048;22.09.2019 16:00;22.09.2019 16:14;22.09.2019 17:05;22.09.2019 17:00
20855;EDDM;EDDL;A320;D-AIPS;9JJRA5;DLH;LH2012;22.09.2019 11:30;22.09.2019 11:39;22.09.2019 12:40;22.09.2019 12:28
20856;EDDM;LOWG;CRJ9;D-ACNX;DXGPLB;DLH;LH2342;22.09.2019 10:50;22.09.2019 11:08;22.09.2019 11:40;22.09.2019 11:44
20857;EDDM;LRTR;CRJ9;S5-AAN;1J9TJP;ADR;LH1658;22.09.2019 09:10;22.09.2019 09:51;22.09.2019 10:35;22.09.2019 10:52
20858;EDDM;EDDW;A319;D-AILS;MJP8VN;DLH;LH2110;22.09.2019 09:30;22.09.2019 09:47;22.09.2019 10:40;22.09.2019 10:40
20859;EDDM;ZBAA;A388;D-AIMG;3UG61A;DLH;LH722;22.09.2019 17:15;22.09.2019 18:18;23.09.2019 02:35;23.09.2019 02:54
20860;EDDM;EGLL;A320;G-EUYU;TJ55F7;BAW;BA949;22.09.2019 08:25;22.09.2019 08:42;22.09.2019 10:35;22.09.2019 10:23
20861;EDDM;LTFM;A21N;TC-LSB;1ZLUPF;THY;TK1638;22.09.2019 05:25;22.09.2019 05:42;22.09.2019 08:10;22.09.2019 07:53
20862;EDDM;LJLJ;CRJ9;S5-AFC;ZYOP6N;ADR;JP284;22.09.2019 08:25;22.09.2019 08:54;22.09.2019 09:25;22.09.2019 09:32
20863;EDDM;WSSS;A359;9V-SMC;G7ZXMV;SIA;SQ327;22.09.2019 11:10;22.09.2019 11:32;22.09.2019 23:00;22.09.2019 22:59
20864;EDDM;EDDT;A320;D-AIPE;R3DHMZ;DLH;LH2034;22.09.2019 07:00;22.09.2019 07:17;22.09.2019 08:05;22.09.2019 08:04
20865;EDDM;EPRZ;CRJ9;D-ACKG;OS6658;DLH;LH1618;22.09.2019 09:15;22.09.2019 09:46;22.09.2019 10:40;22.09.2019 10:54
20866;EDDM;LEPA;A320;OE-IEU;HR2PZD;EWG;EW1992;22.09.2019 10:10;22.09.2019 10:23;22.09.2019 12:25;22.09.2019 12:13
20867;EDDM;EKCH;A320;D-AIPK;J6TZGJ;DLH;LH2442;22.09.2019 08:35;22.09.2019 08:55;22.09.2019 10:05;22.09.2019 10:08
20868;EDDM;EDDF;A320;D-AIZO;LHYLM1;DLH;LH99;22.09.2019 07:00;22.09.2019 07:16;22.09.2019 08:00;22.09.2019 07:54
20869;EDDM;EDDT;CRJ9;D-ACNI;E2FK7L;DLH;LH2030;22.09.2019 05:00;22.09.2019 05:14;22.09.2019 06:05;22.09.2019 06:02
20870;EDDM;LFMN;A320;D-ABNI;K9C7F6;EWG;EW1880;22.09.2019 17:00;22.09.2019 17:06;22.09.2019 18:30;22.09.2019 18:16
20871;EDDM;EGCC;A321;D-AIDF;W86Y1T;DLH;LH2504;22.09.2019 19:45;22.09.2019 20:24;22.09.2019 21:50;22.09.2019 22:00
20872;EDDM;EDDT;A319;OE-LSY;HOZ35E;EZY;U25580;22.09.2019 17:40;22.09.2019 17:55;22.09.2019 19:00;22.09.2019 18:46
20873;EDDM;LGZA;A320;D-AICF;5A1YAF;CFG;DE1750;22.09.2019 03:55;22.09.2019 04:18;22.09.2019 06:15;22.09.2019 06:05
20874;EDDM;LROP;BCS3;YL-AAP;SLRKJR;BTI;LH1654;22.09.2019 13:25;22.09.2019 13:54;22.09.2019 15:20;22.09.2019 15:33
20875;EDDM;EDDH;A321;D-AIDD;49VYL6;DLH;LH2058;22.09.2019 04:20;22.09.2019 04:30;22.09.2019 05:30;22.09.2019 05:30
20876;EDDM;EDDS;CRJ9;S5-AAN;ZVIYQC;ADR;LH2144;22.09.2019 06:20;22.09.2019 06:30;22.09.2019 07:05;22.09.2019 06:57
20877;EDDM;LDRI;DH8D;9A-CQA;ZP9BSU;CTN;OU4435;22.09.2019 08:15;22.09.2019 08:34;22.09.2019 09:20;22.09.2019 09:26
20878;EDDM;FAOR;A332;ZS-SXY;0ENS86;SAA;SA265;22.09.2019 19:05;22.09.2019 19:11;23.09.2019 05:40;23.09.2019 05:29
20879;EDDM;LFRS;E195;D-AEBB;WTW4T1;DLH;LH2244;22.09.2019 13:50;22.09.2019 14:56;22.09.2019 15:45;22.09.2019 16:35
20880;EDDM;CYUL;A359;D-AIXH;57A62H;DLH;LH474;22.09.2019 14:40;22.09.2019 17:18;22.09.2019 22:45;23.09.2019 00:49
20881;EDDM;LEAL;B738;EI-FZK;A75WNO;RYR;FR6258;22.09.2019 07:55;22.09.2019 08:14;22.09.2019 10:25;22.09.2019 10:38
20882;EDDM;LSZH;CRJ9;D-ACKH;TZ6CWP;DLH;LH2372;22.09.2019 16:35;22.09.2019 16:58;22.09.2019 17:30;22.09.2019 17:35
20883;EDDM;EDDV;A319;D-AIBF;KQXQ2X;DLH;LH2102;22.09.2019 17:05;22.09.2019 17:16;22.09.2019 18:10;22.09.2019 18:05
20884;EDDM;EGLL;A320;G-EUUH;M439Z7;BAW;BA893;22.09.2019 17:40;22.09.2019 18:02;22.09.2019 19:45;22.09.2019 19:43
20885;EDDM;LOWW;A320;OE-LBK;A4NZNP;AUA;OS102;22.09.2019 09:20;22.09.2019 10:02;22.09.2019 10:25;22.09.2019 10:36
20886;EDDM;LDPL;CRJ9;D-ACNJ;61KQ6Y;DLH;LH1718;22.09.2019 06:40;22.09.2019 06:46;22.09.2019 07:40;22.09.2019 07:30
20887;EDDM;EDLP;CRJ9;D-ACNQ;WT0XRY;DLH;LH2180;22.09.2019 16:50;22.09.2019 17:03;22.09.2019 17:50;22.09.2019 17:47
20888;EDDM;VTBS;A332;D-AXGE;S73U8V;EWG;LH792;22.09.2019 13:25;22.09.2019 13:52;23.09.2019 00:10;23.09.2019 00:10
20889;EDDM;EDDH;A320;D-AIPS;81E41A;DLH;LH2078;22.09.2019 15:15;22.09.2019 15:29;22.09.2019 16:30;22.09.2019 16:28
20890;EDDM;ELLX;E195;I-ADJW;ADR75E;DLA;LH2318;22.09.2019 10:05;22.09.2019 10:24;22.09.2019 11:10;22.09.2019 11:11
20891;EDDM;EPWR;A319;D-AIBC;0VNN2I;DLH;LH1632;22.09.2019 13:10;22.09.2019 13:26;22.09.2019 14:15;22.09.2019 14:12
20892;EDDM;EDDH;A321;D-AIRB;YBSMWQ;DLH;LH2084;22.09.2019 18:15;22.09.2019 18:41;22.09.2019 19:30;22.09.2019 19:41
20893;EDDM;EDDP;CRJ9;D-ACNC;69NVQ7;DLH;LH2172;22.09.2019 20:05;22.09.2019 20:19;22.09.2019 21:00;22.09.2019 20:58
20894;EDDM;EPRZ;CRJ9;D-ACNI;QKVGC5;DLH;LH1606;22.09.2019 19:35;22.09.2019 19:51;22.09.2019 21:00;22.09.2019 20:59
20895;EDDM;KDEN;A359;D-AIXM;SOCK5C;DLH;LH480;22.09.2019 09:50;22.09.2019 10:09;22.09.2019 20:25;22.09.2019 19:34
20896;EDDM;EGKK;A320;G-EZWB;U7VX2D;EZY;U28984;22.09.2019 14:50;22.09.2019 16:37;22.09.2019 16:50;22.09.2019 18:21
20897;EDDM;EGLL;A321;G-EUXL;TXIWPS;BAW;BA947;22.09.2019 05:15;22.09.2019 05:44;22.09.2019 07:30;22.09.2019 07:18
20898;EDDM;LIMC;A320;OE-INH;GJ1L0Q;EZY;U22556;22.09.2019 16:10;22.09.2019 16:32;22.09.2019 17:20;22.09.2019 17:30
20899;EDDM;EIDW;A320;EI-FNJ;G0SY5P;EIN;EI357;22.09.2019 18:25;22.09.2019 18:45;22.09.2019 20:55;22.09.2019 20:46
20900;EDDM;LPPT;A319;CS-TTB;EHGVB8;TAP;TP553;22.09.2019 04:05;22.09.2019 04:33;22.09.2019 07:20;22.09.2019 07:29
20901;EDDM;EGLL;A319;G-EUPW;DCHJ8R;BAW;BA955;22.09.2019 18:20;22.09.2019 18:30;22.09.2019 20:20;22.09.2019 20:01
20902;EDDM;EHAM;B738;PH-BXA;SOG06J;KLM;KL1798;22.09.2019 15:50;22.09.2019 16:34;22.09.2019 17:25;22.09.2019 17:40
20903;EDDM;EDLW;A319;D-AGWK;TV7F0N;EWG;EW4063;22.09.2019 18:45;22.09.2019 18:45;22.09.2019 19:55;22.09.2019 19:56
20904;EDDM;EVRA;BCS3;YL-CSI;RTFWZV;BTI;BT224;22.09.2019 17:30;22.09.2019 17:53;22.09.2019 19:30;22.09.2019 19:41
20905;EDDM;DTTJ;A320;TS-IMG;NDNSMN;TAR;TU4283;22.09.2019 08:45;22.09.2019 09:14;22.09.2019 11:10;22.09.2019 11:23
20906;EDDM;LIPE;E195;I-ADJR;ZLABGQ;DLA;EN8242;22.09.2019 13:15;22.09.2019 13:57;22.09.2019 14:15;22.09.2019 14:47
20907;EDDM;EDDT;A319;OE-LQL;9YXA16;EZY;U25586;22.09.2019 18:30;22.09.2019 18:36;22.09.2019 19:50;22.09.2019 19:28
20908;EDDM;HECA;A320;D-AIZM;348GBA;DLH;LH586;22.09.2019 19:50;22.09.2019 20:09;22.09.2019 23:35;22.09.2019 23:22
20909;EDDM;LIRF;A320;D-AIUT;ELQJNS;DLH;LH1842;22.09.2019 07:45;22.09.2019 08:04;22.09.2019 09:15;22.09.2019 09:12
20910;EDDM;EDDH;A320;D-ABNU;4L7M32;EWG;EW7005;22.09.2019 13:40;22.09.2019 13:48;22.09.2019 15:00;22.09.2019 14:52
20911;EDDM;EDDS;CRJ9;D-ACKH;712JPK;DLH;LH2152;22.09.2019 19:55;22.09.2019 20:19;22.09.2019 20:40;22.09.2019 20:46
20912;EDDM;EDDP;CRJ9;D-ACNR;IUAZFP;DLH;LH2166;22.09.2019 09:20;22.09.2019 09:37;22.09.2019 10:15;22.09.2019 10:14
20913;EDDM;LIRP;E195;I-ADJK;CAQYQD;DLA;EN8292;22.09.2019 13:05;22.09.2019 13:28;22.09.2019 14:20;22.09.2019 14:30
20914;EDDM;OTHH;B77W;A7-BEL;CMFPRP;QTR;QR58;22.09.2019 14:55;22.09.2019 15:04;22.09.2019 20:30;22.09.2019 20:16
20915;EDDM;EDDL;CRJ9;D-ACKE;R8WTNY;DLH;LH2004;22.09.2019 05:30;22.09.2019 05:41;22.09.2019 06:40;22.09.2019 06:30
20916;EDDM;LHBP;A320;D-AIPE;0U0TIA;DLH;LH1678;22.09.2019 12:35;22.09.2019 13:14;22.09.2019 13:50;22.09.2019 14:09
20917;EDDM;LFLL;BCS3;YL-AAP;SBTEVH;BTI;LH2248;22.09.2019 08:40;22.09.2019 08:53;22.09.2019 10:00;22.09.2019 09:54
20918;EDDM;KEWR;A346;D-AIHT;6H3M35;DLH;LH412;22.09.2019 14:05;22.09.2019 18:07;22.09.2019 22:55;23.09.2019 02:13
20919;EDDM;LTFE;A320;TC-ODE;4E6QMB;OHY;8Q614;22.09.2019 07:10;22.09.2019 07:22;22.09.2019 09:50;22.09.2019 09:32
20920;EDDM;LIRN;A321;D-AIDA;K0YD0R;DLH;LH1926;22.09.2019 08:45;22.09.2019 09:35;22.09.2019 10:20;22.09.2019 10:52
20921;EDDM;ZSPD;A359;B-308M;PFLG7B;CCA;CA828;22.09.2019 10:40;22.09.2019 11:01;22.09.2019 21:55;22.09.2019 21:02
20922;EDDM;LEBL;A321;D-AIRW;M2XYGO;DLH;LH1814;22.09.2019 13:45;22.09.2019 14:12;22.09.2019 15:45;22.09.2019 16:10
20923;EDDM;EPWA;A321;D-AIDQ;EL9ZM5;DLH;LH1614;22.09.2019 12:45;22.09.2019 13:05;22.09.2019 14:15;22.09.2019 14:20
20924;EDDM;EDDK;A319;D-AGWB;X71QFC;EWG;EW87;22.09.2019 19:30;22.09.2019 19:47;22.09.2019 20:40;22.09.2019 20:34
20925;EDDM;EDDH;A320;D-AIUZ;W8WUKC;DLH;LH2086;22.09.2019 19:15;22.09.2019 19:47;22.09.2019 20:30;22.09.2019 20:47
20926;EDDM;EGCC;A320;G-EZWE;JWXJ6A;EZY;U21888;22.09.2019 15:05;22.09.2019 15:57;22.09.2019 17:15;22.09.2019 17:34
20927;EDDM;EGSS;A319;G-EZDK;38BZ0K;EZY;U23008;22.09.2019 08:30;22.09.2019 08:38;22.09.2019 10:20;22.09.2019 10:01
20928;EDDM;LTAI;B738;TC-SNP;FYA61X;SXS;XQ131;22.09.2019 11:10;22.09.2019 11:37;22.09.2019 14:15;22.09.2019 14:03
20929;EDDM;LHBP;A320;D-AIUS;DGWSVI;DLH;LH1676;22.09.2019 09:30;22.09.2019 10:09;22.09.2019 10:45;22.09.2019 10:59
20930;EDDM;LIPZ;E195;I-ADJQ;QL7GNL;DLA;EN8204;22.09.2019 13:00;22.09.2019 13:33;22.09.2019 14:00;22.09.2019 14:18
20931;EDDM;EDDL;A320;D-AIPY;91Z1M3;DLH;LH2734;22.09.2019 16:30;22.09.2019 17:00;22.09.2019 17:40;22.09.2019 17:49
20932;EDDM;EKCH;A319;D-AILS;GH8CRT;DLH;LH2440;22.09.2019 04:30;22.09.2019 05:13;22.09.2019 06:00;22.09.2019 06:25
20933;EDDM;LYBE;A320;D-AIPF;R3YGA9;DLH;LH1726;22.09.2019 19:05;22.09.2019 19:21;22.09.2019 20:35;22.09.2019 20:23
20934;EDDM;EDDF;A20N;D-AINP;Y3BMG4;DLH;LH119;22.09.2019 17:00;22.09.2019 17:17;22.09.2019 18:00;22.09.2019 17:54
20935;EDDM;EDDS;CRJ9;D-ACNT;J2TIA2;DLH;LH2146;22.09.2019 09:50;22.09.2019 10:11;22.09.2019 10:35;22.09.2019 10:36
20936;EDDM;UUEE;A321;VP-BKI;55BR4Z;AFL;SU2323;22.09.2019 10:35;22.09.2019 10:55;22.09.2019 13:40;22.09.2019 14:07
20937;EDDM;ESGG;A320;D-AIPT;3KY5Z4;DLH;LH2432;22.09.2019 17:10;22.09.2019 17:29;22.09.2019 19:00;22.09.2019 18:58
20938;EDDM;EDDK;A319;D-AILU;SWF37G;DLH;LH1998;22.09.2019 19:40;22.09.2019 19:50;22.09.2019 20:45;22.09.2019 20:43
20939;EDDM;LROP;B733;YR-BGB;AIFUUO;ROT;RO312;22.09.2019 17:50;22.09.2019 19:20;22.09.2019 19:50;22.09.2019 20:59
20940;EDDM;OTHH;B77W;A7-BAZ;EV0TUA;QTR;QR60;22.09.2019 07:45;22.09.2019 08:01;22.09.2019 13:20;22.09.2019 13:11
20941;EDDM;UUEE;A320;VQ-BSU;ST2S0B;AFL;SU2321;22.09.2019 08:10;22.09.2019 08:25;22.09.2019 11:15;22.09.2019 11:02
20942;EDDM;LICC;A321;D-AISC;5Z6MCZ;DLH;LH1964;22.09.2019 10:40;22.09.2019 10:52;22.09.2019 12:45;22.09.2019 12:49
